,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Satisfaction Score,Churn Label
5155,Female,38,No,No,Yes,No,0,Q3,Yes,7,68,Offer A,Yes,47.95,No,Yes,DSL,14,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.6,4,No
5156,Female,58,No,No,Yes,Yes,1,Q3,Yes,2,14,No Offer,Yes,41.05,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.5,3,No
5157,Male,38,No,No,Yes,Yes,3,Q3,Yes,9,68,Offer A,Yes,38.75,No,Yes,Fiber Optic,28,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.55,3,No
5158,Female,34,No,No,No,No,0,Q3,No,0,16,No Offer,No,0.0,No,Yes,DSL,30,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,38.9,3,No
5159,Male,37,No,No,No,No,0,Q3,No,0,53,Offer B,No,0.0,No,Yes,DSL,24,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,46.3,3,No
5160,Male,58,No,No,Yes,No,0,Q3,Yes,10,70,Offer A,Yes,48.0,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,99.35,3,No
5161,Female,23,Yes,No,Yes,No,0,Q3,Yes,4,10,No Offer,Yes,38.03,Yes,Yes,Fiber Optic,42,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.15,3,No
5162,Female,62,No,No,Yes,Yes,2,Q3,Yes,8,29,No Offer,Yes,5.35,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.1,3,No
5163,Female,23,Yes,No,No,No,0,Q3,No,0,30,No Offer,No,0.0,No,Yes,Cable,42,No,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,40.35,4,No
5164,Female,21,Yes,No,Yes,No,0,Q3,Yes,9,72,Offer A,Yes,22.41,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,79.2,4,No
5165,Female,27,Yes,No,No,No,0,Q3,No,0,10,No Offer,Yes,12.39,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.9,5,No
5166,Female,39,No,No,No,Yes,3,Q3,No,0,1,Offer E,Yes,9.0,No,Yes,Cable,53,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.9,3,No
5167,Female,44,No,No,No,No,0,Q3,No,0,20,No Offer,Yes,22.75,Yes,Yes,Cable,11,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,68.9,5,No
5168,Female,42,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,28.18,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,4,No
5169,Female,24,Yes,No,No,No,0,Q3,No,0,29,No Offer,Yes,7.01,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,76.0,3,No
5170,Male,34,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,23.7,No,Yes,Fiber Optic,25,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.0,4,No
5171,Male,61,No,No,No,No,0,Q3,No,0,3,No Offer,Yes,44.97,No,Yes,Fiber Optic,16,Yes,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,82.3,4,No
5172,Female,48,No,No,No,No,0,Q3,No,0,20,No Offer,Yes,30.52,No,Yes,Fiber Optic,21,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,4,No
5173,Male,31,No,No,No,Yes,1,Q3,No,0,64,Offer B,Yes,22.41,No,Yes,Fiber Optic,24,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.15,5,No
5174,Female,22,Yes,No,No,No,0,Q3,No,0,6,Offer E,No,0.0,No,Yes,Cable,52,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.45,3,No
5175,Male,55,No,No,Yes,No,0,Q3,Yes,5,50,Offer B,Yes,1.87,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.8,4,No
5176,Male,60,No,No,No,No,0,Q3,No,0,6,Offer E,Yes,20.11,No,Yes,DSL,5,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,59.15,3,No
5177,Male,42,No,No,Yes,Yes,1,Q3,Yes,7,7,Offer E,Yes,28.7,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.75,5,No
5178,Male,22,Yes,No,Yes,Yes,1,Q3,Yes,1,72,Offer A,Yes,23.7,Yes,Yes,Fiber Optic,59,No,No,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,90.8,3,No
5179,Male,24,Yes,No,Yes,No,0,Q3,Yes,6,8,Offer E,Yes,2.38,No,Yes,DSL,53,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,5,No
5180,Female,35,No,No,Yes,Yes,2,Q3,Yes,3,67,Offer A,Yes,40.35,Yes,Yes,Fiber Optic,16,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,106.7,3,No
5181,Female,22,Yes,No,Yes,No,0,Q3,Yes,5,72,Offer A,Yes,22.74,Yes,Yes,Fiber Optic,48,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,94.45,4,No
5182,Male,25,Yes,No,Yes,Yes,1,Q3,Yes,6,33,No Offer,Yes,5.86,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.45,5,No
5183,Male,41,No,No,Yes,No,0,Q3,Yes,7,70,Offer A,Yes,24.93,No,Yes,DSL,15,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,67.95,3,No
5184,Female,22,Yes,No,No,No,0,Q3,No,0,22,No Offer,Yes,1.74,No,Yes,DSL,85,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.25,5,No
5185,Female,54,No,No,No,No,0,Q3,No,0,59,Offer B,Yes,39.42,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.45,3,No
5186,Male,37,No,No,No,No,0,Q3,No,0,36,No Offer,Yes,12.72,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.35,5,No
5187,Female,60,No,No,Yes,Yes,1,Q3,Yes,10,51,Offer B,Yes,14.54,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,4,No
5188,Male,52,No,No,Yes,No,0,Q3,Yes,1,53,Offer B,Yes,47.55,Yes,Yes,DSL,13,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,77.4,4,No
5189,Female,50,No,No,Yes,Yes,3,Q3,Yes,7,20,No Offer,Yes,7.31,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.7,5,No
5190,Male,46,No,No,Yes,No,0,Q3,Yes,3,63,Offer B,Yes,26.81,No,Yes,Fiber Optic,6,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,99.7,3,No
5191,Female,50,No,No,No,No,0,Q3,No,0,40,Offer B,Yes,18.57,No,Yes,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.8,3,No
5192,Male,53,No,No,No,No,0,Q3,No,0,35,No Offer,Yes,7.74,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.15,3,No
5193,Male,54,No,No,Yes,Yes,3,Q3,Yes,3,26,No Offer,Yes,24.17,No,Yes,Fiber Optic,75,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,78.95,3,No
5194,Male,20,Yes,No,No,Yes,2,Q3,No,0,53,Offer B,Yes,47.81,No,Yes,Cable,59,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,62.85,4,No
5195,Male,48,No,No,Yes,No,0,Q3,Yes,10,43,Offer B,Yes,7.63,No,Yes,Fiber Optic,20,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,86.1,3,No
5196,Male,48,No,No,Yes,Yes,3,Q3,Yes,5,6,Offer E,Yes,36.54,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,3,No
5197,Male,48,No,No,No,Yes,3,Q3,No,0,56,Offer B,Yes,22.47,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.8,3,No
5198,Male,63,No,No,Yes,Yes,1,Q3,Yes,10,34,No Offer,Yes,5.65,No,Yes,Fiber Optic,26,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,84.05,3,No
5199,Female,33,No,No,No,No,0,Q3,No,0,10,No Offer,No,0.0,No,Yes,DSL,23,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,36.25,3,No
5200,Male,62,No,No,No,No,0,Q3,No,0,56,Offer B,Yes,10.99,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.6,3,No
5201,Female,54,No,No,Yes,No,0,Q3,Yes,4,55,Offer B,Yes,33.66,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,103.65,5,No
5202,Female,23,Yes,No,Yes,Yes,2,Q3,Yes,7,36,No Offer,Yes,40.54,Yes,Yes,Cable,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.9,3,No
5203,Male,26,Yes,No,Yes,No,0,Q3,No,0,47,Offer B,Yes,43.2,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,5,No
5204,Female,43,No,No,Yes,Yes,1,Q3,Yes,3,12,No Offer,Yes,24.65,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.1,3,No
5205,Female,28,Yes,No,No,No,0,Q3,No,0,67,Offer A,Yes,35.99,No,Yes,DSL,73,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,60.5,3,No
5206,Male,60,No,No,No,No,0,Q3,No,0,21,Offer D,Yes,15.89,Yes,Yes,Fiber Optic,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,103.85,3,No
5207,Female,36,No,No,No,No,0,Q3,No,0,13,Offer D,Yes,28.45,No,Yes,DSL,30,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,67.8,3,No
5208,Female,46,No,No,No,No,0,Q3,No,0,29,No Offer,Yes,2.76,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.35,5,No
5209,Male,45,No,No,Yes,No,0,Q3,Yes,2,65,Offer B,Yes,21.58,Yes,Yes,DSL,13,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,76.15,4,No
5210,Male,44,No,No,No,No,0,Q3,No,0,27,No Offer,Yes,21.66,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,5,No
5211,Male,31,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,10.22,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.75,5,No
5212,Male,44,No,No,No,No,0,Q3,No,0,11,Offer D,Yes,40.59,No,Yes,DSL,22,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.2,5,No
5213,Male,64,No,No,Yes,Yes,2,Q3,Yes,8,39,No Offer,Yes,20.49,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.2,5,No
5214,Male,24,Yes,No,No,No,0,Q3,No,0,26,No Offer,Yes,49.61,No,Yes,DSL,76,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,75.0,3,No
5215,Female,44,No,No,Yes,Yes,2,Q3,Yes,5,72,Offer A,No,0.0,No,Yes,Cable,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,65.7,3,No
5216,Male,50,No,No,Yes,No,0,Q3,Yes,6,65,Offer B,Yes,39.49,Yes,Yes,DSL,18,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,67.05,3,No
5217,Male,31,No,No,Yes,Yes,1,Q3,Yes,5,72,Offer A,Yes,45.32,Yes,Yes,Fiber Optic,11,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,110.9,4,No
5218,Male,37,No,No,No,No,0,Q3,No,0,6,No Offer,Yes,43.37,Yes,Yes,Fiber Optic,12,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.95,3,No
5219,Female,40,No,No,Yes,No,0,Q3,Yes,5,50,Offer B,Yes,9.47,Yes,Yes,DSL,28,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,75.7,5,No
5220,Male,22,Yes,No,Yes,No,0,Q3,Yes,1,61,Offer B,No,0.0,No,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,62.15,3,No
5221,Male,29,Yes,No,Yes,No,0,Q3,Yes,4,72,Offer A,Yes,35.71,Yes,Yes,Fiber Optic,58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115.15,4,No
5222,Female,42,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,20.11,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.5,5,No
5223,Female,33,No,No,No,No,0,Q3,No,0,12,Offer D,Yes,18.75,Yes,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.55,5,No
5224,Male,42,No,No,Yes,Yes,3,Q3,Yes,7,61,Offer B,Yes,31.49,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.4,3,No
5225,Male,39,No,No,Yes,Yes,3,Q3,Yes,1,18,Offer D,Yes,45.18,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,5,No
5226,Male,60,No,No,No,Yes,2,Q3,No,0,21,Offer D,Yes,19.57,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.65,4,No
5227,Male,47,No,No,Yes,Yes,2,Q3,Yes,10,68,Offer A,No,0.0,No,Yes,DSL,19,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,56.4,3,No
5228,Female,30,No,No,Yes,No,0,Q3,Yes,10,62,Offer B,Yes,15.06,Yes,Yes,Fiber Optic,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,5,No
5229,Male,44,No,No,No,Yes,1,Q3,No,0,1,Offer E,No,0.0,No,Yes,Cable,19,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,33.6,5,No
5230,Female,27,Yes,No,No,No,0,Q3,No,0,1,No Offer,Yes,45.86,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.7,5,No
5231,Male,44,No,No,No,Yes,1,Q3,No,0,62,Offer B,Yes,17.67,Yes,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.05,4,No
5232,Female,26,Yes,No,Yes,Yes,2,Q3,Yes,8,36,Offer C,Yes,42.51,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.25,5,No
5233,Female,59,No,No,Yes,Yes,3,Q3,Yes,10,69,Offer A,Yes,7.84,Yes,Yes,Cable,21,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,73.7,4,No
5234,Female,49,No,No,Yes,No,0,Q3,Yes,10,63,Offer B,Yes,20.37,Yes,Yes,Fiber Optic,26,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.75,5,No
5235,Male,63,No,No,No,No,0,Q3,No,0,23,Offer D,Yes,26.37,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.15,4,No
5236,Male,24,Yes,No,No,No,0,Q3,No,0,10,Offer D,Yes,20.29,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,3,No
5237,Female,42,No,No,Yes,No,0,Q3,Yes,2,71,Offer A,Yes,24.71,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.95,5,No
5238,Female,24,Yes,No,Yes,Yes,2,Q3,Yes,4,70,Offer A,Yes,4.27,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.05,5,No
5239,Female,32,No,No,No,Yes,2,Q3,No,0,22,Offer D,Yes,33.73,Yes,Yes,Fiber Optic,19,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,3,No
5240,Female,42,No,No,Yes,Yes,2,Q3,Yes,1,52,No Offer,Yes,19.21,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,23.05,3,No
5241,Female,45,No,No,No,No,0,Q3,No,0,65,No Offer,No,0.0,No,Yes,Cable,22,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.95,3,No
5242,Female,58,No,No,Yes,Yes,1,Q3,Yes,6,72,No Offer,Yes,17.33,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.55,3,No
5243,Male,23,Yes,No,Yes,No,0,Q3,Yes,3,10,Offer D,Yes,39.35,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.6,5,No
5244,Female,56,No,No,No,Yes,3,Q3,No,0,7,Offer E,Yes,49.66,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,5,No
5245,Female,63,No,No,Yes,Yes,3,Q3,Yes,8,24,Offer C,Yes,21.43,Yes,Yes,DSL,56,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,78.6,4,No
5246,Female,25,Yes,No,Yes,Yes,2,Q3,Yes,2,72,No Offer,Yes,16.01,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.8,3,No
5247,Male,29,Yes,No,No,No,0,Q3,No,0,21,Offer D,No,0.0,No,Yes,DSL,26,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,43.55,4,No
5248,Male,23,Yes,No,Yes,No,0,Q3,Yes,7,69,No Offer,No,0.0,No,Yes,DSL,42,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,60.8,4,No
5249,Male,58,No,No,Yes,Yes,3,Q3,Yes,4,44,No Offer,Yes,46.54,No,Yes,DSL,52,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.9,4,No
5250,Male,21,Yes,No,Yes,No,0,Q3,Yes,10,72,No Offer,Yes,14.19,Yes,Yes,Fiber Optic,71,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.2,4,No
5251,Male,55,No,No,No,No,0,Q3,No,0,72,No Offer,Yes,45.41,Yes,Yes,Cable,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.0,3,No
5252,Male,26,Yes,No,No,No,0,Q3,No,0,7,Offer E,Yes,45.13,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.05,5,No
5253,Female,64,No,No,No,No,0,Q3,No,0,48,No Offer,Yes,41.26,No,Yes,Fiber Optic,23,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.15,4,No
5254,Male,43,No,No,Yes,Yes,3,Q3,Yes,5,55,No Offer,Yes,36.23,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5,4,No
5255,Male,50,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,16.36,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.3,5,No
5256,Male,57,No,No,No,No,0,Q3,No,0,45,No Offer,Yes,28.72,No,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,112.2,3,No
5257,Male,35,No,No,No,No,0,Q3,No,0,3,No Offer,Yes,9.74,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.3,4,No
5258,Female,46,No,No,Yes,No,0,Q3,Yes,2,71,No Offer,Yes,37.83,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,4,No
5259,Male,29,Yes,No,Yes,No,0,Q3,Yes,9,8,No Offer,Yes,4.98,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,4,No
5260,Male,48,No,No,Yes,Yes,3,Q3,Yes,5,69,No Offer,Yes,40.36,No,Yes,Cable,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.65,3,No
5261,Male,51,No,No,No,No,0,Q3,No,0,71,No Offer,Yes,12.27,Yes,Yes,DSL,21,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.6,4,No
5262,Female,52,No,No,Yes,No,0,Q3,Yes,7,33,Offer C,No,0.0,No,Yes,DSL,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.55,3,No
5263,Female,62,No,No,No,No,0,Q3,No,0,16,Offer D,Yes,41.51,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.05,5,No
5264,Female,58,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,38.84,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,5,No
5265,Male,45,No,No,Yes,Yes,2,Q3,Yes,1,57,No Offer,Yes,41.56,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.4,5,No
5266,Male,61,No,No,Yes,Yes,1,Q3,Yes,1,56,No Offer,No,0.0,No,Yes,DSL,28,No,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card,36.1,3,No
5267,Female,59,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,41.28,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,5,No
5268,Female,63,No,No,No,Yes,1,Q3,No,0,40,No Offer,Yes,20.13,No,Yes,DSL,10,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,64.1,3,No
5269,Male,62,No,No,Yes,Yes,3,Q3,No,0,46,No Offer,Yes,7.67,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.75,4,No
5270,Male,47,No,No,Yes,Yes,1,Q3,No,0,63,No Offer,Yes,3.65,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,5,No
5271,Male,51,No,No,Yes,Yes,3,Q3,Yes,1,68,No Offer,Yes,18.47,Yes,Yes,Fiber Optic,75,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.2,3,No
5272,Male,38,No,No,Yes,Yes,2,Q3,Yes,1,69,No Offer,Yes,42.9,No,Yes,Fiber Optic,24,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,106.35,4,No
5273,Female,63,No,No,Yes,No,0,Q3,Yes,1,56,No Offer,Yes,2.8,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,90.55,4,No
5274,Female,32,No,No,Yes,Yes,2,Q3,Yes,1,10,Offer D,Yes,42.0,No,Yes,DSL,14,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,65.9,4,No
5275,Male,26,Yes,No,No,No,0,Q3,No,0,63,No Offer,Yes,21.45,Yes,Yes,Fiber Optic,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,104.5,4,No
5276,Female,34,No,No,Yes,Yes,3,Q3,Yes,1,24,Offer C,No,0.0,No,Yes,DSL,75,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,52.5,3,No
5277,Female,54,No,No,No,No,0,Q3,No,0,19,Offer D,Yes,36.88,Yes,Yes,DSL,27,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56.1,3,No
5278,Male,53,No,No,Yes,Yes,3,Q3,Yes,1,22,Offer D,Yes,11.39,Yes,Yes,Fiber Optic,56,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.75,4,No
5279,Female,44,No,No,Yes,No,0,Q3,Yes,1,70,No Offer,Yes,14.15,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,26.0,4,No
5280,Female,20,Yes,No,Yes,No,0,Q3,Yes,1,49,No Offer,Yes,12.39,No,Yes,Fiber Optic,46,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,99.4,4,No
5281,Male,54,No,No,Yes,Yes,2,Q3,Yes,1,42,No Offer,Yes,14.8,No,Yes,DSL,23,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,73.15,3,No
5282,Male,57,No,No,No,No,0,Q3,No,0,57,No Offer,Yes,9.32,No,Yes,DSL,20,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.65,5,No
5283,Female,23,Yes,No,Yes,No,0,Q3,Yes,1,72,No Offer,Yes,1.67,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115.55,3,No
5284,Female,53,No,No,Yes,No,0,Q3,Yes,4,72,No Offer,Yes,2.95,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,91.15,4,No
